120,Chakh Le Lucknow,Powai, North Indian;Lucknowi;Biryani;Kebabs;Mughlai,Brahmaputra building; third floor; flat 405; BSNL staff Quarters; beside IOCL petrol pump; Powai.,500,Bsnl Staff Quarters,3.4,50000
121,Only Roti's,Andheri East, Indian;Desserts, A-11 Ajim Manzil Pream Nagar Sakivihar road Near Ruchi hotel & ICICI Bank Powai,250,Pream Nagar Sakivihar road,4.3,25000
122,kings shawarma,Powai, Lebanese,shop no 2 Maruthi Darshan apartment next iit petrol pump near kotak mahindra Atm next to geeta fast food,200,Next Iit Petrol Pump,1.9,20000
123,HOUSE OF BURGERS,Powai, American;Fast Food,shop no 2 Maruthi Darshan apartment next iit petrol pump near kotak mahindra Atm next to geeta fast foodshop no 2 Maruthi Darshan apartment next iit petrol pump near kotak mahindra Atm next to geeta f,200,Near Kotak Mahindra Atm,2.5,20000
124,Hungry Head,Powai, Chinese;Italian,Kiosk No 1;Hakone ;Central Avenue ;Next to Powai Plaza;Hiranandani Gardens;Powai,400,Hiranandani Gardens,4.2,40000
125,Breakfast Bistro,Powai, American;European;Continental,121; 1st Floor; Powai Plaza; Near Hiranandani Gardens; Powai; Mumbai 400076,500,Powai Plaza,4.3,50000
126,Hunger Point,Vikhroli West, North Indian,Shop No 2 Maruthi Darshan Apartment next iit petrol pump near kotak mahindra Atm next to geeta fast food,350,Powai,3.5,35000
127,The mother's touch Rajasthani,Andheri East, Indian;Rajasthani,A-11 Ajim Manzil Pream Nagar Sakivihar road Near Ruchi hotel & ICICI Bank Powai,200,Pream Nagar Sakivihar road,3.2,20000
128,Mother's Touch Gujrati,Marol Sakinaka, Indian,A-11 AJMIN MANZIL; PREAM NAGAR; SAKIVIHAR RD; POWAI MUMBAI,200,Near Central,3.9,20000
129,Hotel Classic,Powai, Indian;Chinese,Bhavani Service Road; Nr IIT Main Gate,400,Iit Main Gate,3.5,40000
130,kosten patisseries,Powai, Bakery;Desserts,UNIT 6; BHAVANI PREMISES; CO -OP SOCIETY LTD BHAWANI SERVICE INDUSTRIES IIT MARKET NR CLASSIC HOTEL; POWAI; MUMBAI; GREATER MUMBAI WARD -S GREATER MUMBAI; MAHARASHTRA - 400076,200,Bhawani Premises,4.7,20000
131,Shawarma Zone,Powai, Lebanese;Arabian;Beverages,SHOP NO 1; Ground floor; Alok Shopping; H.K road; ChaitanyaNagar; Powai; Mumbai-400076,200,Alok Shopping,3.9,20000
132,Zaffran,Ghatkopar, Indian,D/21; Kailash Vaibhav; Inside Kailash Industrial Estate; Park Site Road; Opp Kitchen Plus; Vikhroli; Mumbai; 400076,700,Powai,4.4,70000
133,Peco Peco,Powai, Chinese;Asian;Thai;Seafood;Beverages,Shop no 3 opp Mukteshwar Ashram; on Mukteshwar AshramRd ; Tirandaz; Vikhroli West; Mumbai; Maharashtra 400076,300,Tirandaz,4.4,30000
134,Chai Pe Charcha,Powai, North Indian;South Indian;Snacks,SHOP NO 05 BLUE NILE BUILDING PACIFIC  ENCLAVE NEAR HIRANADANI HOSPITAL  POWAI; Mumbai,200,Chandivali,4.3,20000
135,The Sugar Free Keto Kafe - By Artinci,Powai, Healthy Food;Snacks;Keto;Bakery;Desserts;Beverages;Ice Cream;Sweets,49AA; ground floor; kailas industrial complex;veer Savarkar Marg; park site; Vikhroli west greater mumbai. ; Godrej Colony; Greater Mumbai Ward-S; Greater Mumbai; Maharashtra - 400079,200,Vikhroli west,4.5,20000
136,The Baker's Dozen,Powai, Bakery;Desserts;Juices;Beverages;Snacks,Ground Floor Shop Situated at OPP. Tata Power ; Suryadarshan Society; TRIPLICATE FOR SUPPLIERarsha Nagar Parksite Vikhroli ( West) ; Mumbai-400079; Maharasthra,300,Powai Area,4.1,30000
137,Goa Portuguesa,Powai, Indian,C-111; FIRST FLOOR; BUILDING 1; KAILASH VAIBHAV INDUSTRIAL COMPLEX; PARK SIDE ROAD; HMPL SURYA NAGAR; VIKHROLI WEST; MUMBAI-400079,1000,Park Side Road,4.7,100000
138,69 DACKERS LANE,Powai, Bengali;Biryani,Shop no 2; Sumati Niwash; satam house; tirandaz village; opposite ; IIT; main gate; near shivsena  office; powai; mumbai; 40076,250,Satam House,4.2,25000
139,Shawarma Spot,Powai, Lebanese;American;Biryani;Beverages,SHOP NO 1; Ground floor; Alok Shopping; H.K road; ChaitanyaNagar; Powai; Mumbai-400076,200,Alok Shopping,4.1,20000
140,Hurrem's Turkish Baklava & Confectionery,Powai, Desserts;Bakery;Cafe;Turkish,Haiko Mall; Ground Floor Central Avenue; Hiranandani Gardens; Powai; Mumbai; Maharashtra - 400076,1600,Hiranandani Gardens,3.7,160000
141,Welcome Restaurant,Andheri East, Chinese;Indian;Mughlai;Tandoor,Welcome restaurant; Shop no.8; Parijat Tower; Opp Sunshrishti Complex; Saki vihar Road; Andheri east; Mumbai 72,100,Powai,3.5,10000
142,ALCAZAR,Marol Sakinaka, Pizzas;Burgers;Cafe;Pastas,GALA NO 7 JORAM CHHAYA MARKET;  KHAIRANI ROAD; SAKINAKA MUMBAI; Greater  Mumbai Ward-L; Greater Mumbai;  Maharashtra,500,Khairani Road,4.8,50000
143,Grameen Kulfi,Powai, Ice Cream;Desserts,Nic natural ice creams; Shop No. A-1/1; Sarvodaya Society; Gokhale Nagar; near Harnek Motors;opp Old BMC school. IIT Main Gate; Powai; Mumbai 400078.,120,Sarvodaya Society,4.6,12000
144,Aamra Bangali - Bengal's Kitchen,Powai, Bengali;Mughlai,Gala No. 3A; Spanley Compound; Behind Bismillah Hotel; Khairani Road Sakinaka; Andheri East.,300,Andheri East,3.9,30000
145,Sadak Chaap,Powai, North Indian;Snacks;Beverages,D/36 Kailash Complex; Park side; Surya Nagar; Powai West 400079,300,Surya Nagar,4.3,30000
146,EatFit,Powai, Healthy Food;Pizzas;North Indian;Thalis;Biryani;Chinese,"unit no. 7 ; building no.2; wing ""A"" ground floor; wooden boxes manufactures co-op. industrial complex; veer sawarkar marg; park site; vikhroli west; mumbai; maharashtra - 400079",250,Vikhroli West,4.2,25000
147,Biryani Badshah,Vikhroli West, Biryani;Hyderabadi;Andhra;South Indian;North Indian;Mughlai;Kebabs,E-48 Ground Floor Kailash Industrial Complex; Veer Savarkar Road; Park site Vikhroli Mumbai-400079,350,Vikhroli,4.2,35000
148,Roll Bites,Powai, Beverages,SHOP NO 1; Ground floor; Alok Shopping; H.K road; ChaitanyaNagar; Powai; Mumbai-400076,200,Alok Shopping,4,20000
149,Blue Tokai Coffee Roasters,Powai, Beverages,Kailash industrial complex; C/22; Ground floor; Building 2; Near Hiranandani Gardens; Vikhroli; Mumbai,500,Near Hiranandani Gardens,4.5,50000
150,Blue Tokai Coffee Roasters,Powai, Beverages,Kailash industrial complex; C/22; Ground floor; Building 2; Near Hiranandani Gardens; Vikhroli; Mumbai,500,Near Hiranandani Gardens,4.5,50000
151,B For Biryani,Powai, Biryani;North Indian;Kebabs;Chinese;Seafood;Asian;Thai;Mughlai;Indian;Desserts;Tandoor,Shop no 3 opp Mukteshwar Ashram; on Mukteshwar AshramRd ; Tirandaz; Vikhroli West; Mumbai; Maharashtra 400076,250,Tirandaz,3.8,25000
152,KERALA Pothichoru,Vikhroli West, South Indian;Indian,SHOP NO-6 TULSI KUNJ ASHRAM ROAD IIT POWAI MARKET POWAI MUMBAI; Greater Mumbai Ward-S; Greater Mumbai (Maharashtra); - 400076,400,Powai,4,40000
153,Global Foodie,Powai, Chinese;Mexican;Italian;Pan-Asian;Thai;Malaysian;Oriental;Italian-American;Pastas;Burmese,107; Jonquille; Nahar; CHANDIVALI FARM ROAD; ANDHERI EAST MUMBAI,500,Other,4.3,50000
154,KAKORI HOUSE,Marol Saki Naka , Indian,SHOP NO-1-GF-GALA NO-28 SITUATED AT BERNARD MARKET LINK RD SAKINAKA GREATER MUMBAI MAHARASHTRA-400072,400,Kurla,4.1,40000
155,Olio - The Wood Fired Pizzeria,VIKHROLI WEST MUMBAI, Pizzas;Italian,SHOP NO 1; A WING GROUND FLOOR; KAILASH INDUSTRIAL COMPLEX BUILDING NO 2; PLOT NO 1/7 TO 1/11; VEER SAVARKAR MARG; VIKHROLI WEST MUMBAI; Greater Mumbai Ward-S,300,VEER SAVARKAR MARG,5,30000
156,Fat Monk Chinese,Marol Sakinaka, Chinese;Asian;Seafood,Peninsula Grand Hotel; Opposite Sakinaka Metro Station; Andheri Airport Road; Sakinaka; Mumbai,450,Peninsula Grand Hotel,4.1,45000
157,Diva Maharashtracha,Ghatkopar Vikhroli, Indian,C-111; FIRST FLOOR; BUILDING 1; KAILASH VAIBHAV INDUSTRIAL COMPLEX; PARK SIDE ROAD; HMPL SURYA NAGAR; VIKHROLI WEST; MUMBAI-400079,1000,Powai,4.5,100000
158,Chopssticks,Vikhroli West, Indian;Chinese,G-61; Kailash Industrial Complex G Wing; Veer Savarkar Marg  Hiranandani Link Rd; behind Hiranandani Gardens; Vikhroli West; Mumbai; Maharashtra 400079; India,600,Powai,4,60000
159,The Northern Vibe (TNV Momos),Powai, North Indian;Indian;Punjabi;Kebabs;Tandoor;Home Food;Biryani;Chinese;Tibetan;Asian;Mughlai,Shop No. 3; Pammi Niwas; IIT Market; Powai; Mumbai - 400074 Landmark: Near Powai Hospital,400,Landmark: Near Powai Hospital,3.9,40000
160,The Dessert Heaven - Pure Veg,Powai, Desserts;Bakery,Unit No 007 Kailash Industrial Estate A Wing Bldg No 2 Park Site Near Veer Savarkar Marg Vikhroli West; Greater Mumbai Ward-N; Greater Mumbai; Maharashtra; 400079,200,Near Veer Savarkar Marg,4,20000
161,The Poke Co,Powai, Asian;Japanese;Korean,Unit no c111 and c112 first floor of bldg no 1; kailash industrial complex; park side road; hmpl surya nagar; vikhroli west; mumbai - 400079,800,Surya Nagar,4.5,80000
162,Greenz,Powai, Italian;Salads;Beverages;Continental;Indian;Healthy Food,Greenz;Shop no.8 ;Chaitanya Nagar; Opp.Shivranjini apt. Near Balaji stationery ;iit Market ; Powai;Mumbai-400076,500,Srinath Nagar,3.8,50000
163,HRX by EatFit,Powai, Healthy Food;Salads;Keto,"unit no. 7 ; building no.2; wing ""A"" ground floor; wooden boxes manufactures co-op. industrial complex; veer sawarkar marg; park site; vikhroli west; mumbai; maharashtra - 400079",250,Vikhroli West,4.6,25000
164,The Dough Therapy,Vikhroli, Pizzas;Italian,Insta Hospitality; The Dough Therapy;  38 Kailash Industrial Estate; D - Wing; Parkside; Vikhroli West; Vikhroli Gaon; Greater Mumbai Ward - N; Greater Mumbai; Maharashtra- 400086,800,Powai,4.3,80000
165,Sunny Restaurant And Bar,Powai, Indian;Chinese;Tandoor,Near Pariwar Shopping Centre;IIT Main gate;A S MARG;Powai Mumbai; District - Greater Mumbai; STATE - Maharashtra,300,A S Marg,4.4,30000
166,Sweet N Savoury Shack,Adi Sankaracharya Marg, Mexican;Salads;Desserts,B/106; MARUTI DARSHAN CHS;; ADI SANKARACHARYA MARG;; POWAI;; Greater Mumbai Ward-S; Greater Mumbai (Maharashtra); - 400076,500,Powai,4.4,50000
167,Dhekurr,Powai, Bengali;Mughlai;Indian,Gala No. 3A; Stanny compound; near SJ Studios; Kherani Road; Sakinaka; Andheri East; Mumbai,300,Near Sj Studios,3.4,30000
168,JJ. Waffle,Powai, Desserts;Bakery;Beverages,Room No 9 & 10; Chawl No J.M.N. DSOUZA Compound;Khairani Road;Near Ramleela Maidan;SakinakaMumbai; Maharashtra; India,250,sakinaka,3.8,25000
169,Babu Moshai - The Bong Foodie,Powai, Bengali;Kebabs;Mughlai;Biryani;North Indian;Beverages;Indian,Gala No. 3A; Stanny compound; near SJ Studios; Kherani Road; Sakinaka; Andheri East; Mumbai,300,Near Sj Studios,3.3,30000
170,Tandoori Cha Cha!,Powai, Kebabs;Tandoor;North Indian;Indian;Punjabi;Home Food;Tibetan;Mughlai,Shop No. 3; Pammi Niwas; IIT Market; Powai; Mumbai - 400074 Landmark: Near Powai Hospital,200,Near Powai Hospital,3,20000
171,Bowls & Salads By Greenz,Chaitanya Nagar, Continental;Salads,Greenz;Shop no.8 ;Chaitanya Nagar; Opp.Shivranjini apt. Near Balaji stationery ;iit Market ; Powai;Mumbai-400076,350,Powai,4.2,35000
172,SLAY Coffee,Vikhroli West, Beverages;Desserts,D-27 ; Kailash vaibhav complex ; Veer Sawarkar Marg ; Vikhroli west ; Mumbai - 400079,200,Veer Sawarkar Marg,4.1,20000
173,Ciro's Pizzeria,Ciro's Pizzeria, Italian;Pastas;Pizzas;Continental,Kitchen plus; C wing 111/112; First floor; Kailash Vaibhav industrial complex; Parkside; HMPL surya Nagar; Vikroli west; Mumbai ; Maharashtra 400079,600,Vikhroli West,4.4,60000
174,Puran poli kitchen,Powai, Indian;Chinese;Combo;Thalis, 33-10; B-2/A201; Chandivali Farm Road; Yashodharman CHS Society; Sangharsh Nagar; Chandivali; Mumbai400072 Opposite Samrat gym,150,Chandivali Farm Road,4.4,15000
175,YouMee,Powai Area, Japanese;Asian,Mehra Centre; Plot No 5; Marwah Estate Kishanlal Marwah Marg Sakinaka;Opposite Tata Power Gate No 4; Andheri -400072 Mahrashtra,600,Powai Area,4.5,60000
176,B Burger,Powai, American;Snacks;Beverages,SHOP NO-43;E WING;KAILASH INDUSTRIAL ESTATE;OFF LBS MARG;VIKROLI WEST; Kannamwar Nagar; Greater Mumbai Ward-S; Greater Mumbai; Maharashtra - 400086,500,Kailash Industrial Estate,4.5,50000
177,KAKE DA HOTEL,Vikhroli West, Indian,G-59; KAILASH INDUSTRIAL COMPLEX; NEXT TO KAILASH BUSINESS PARK; VIKHROLI WEST; MUMBAI - 400079 ; Greater Mumbai Ward-S; Greater Mumbai(Maharashtra) -400079,600,Powai,3.7,60000
178,Kian Biryani,Powai, Biryani,C-29; Kailas industrial complex; Park Site Rd; HMPL Surya Nagar; Vikhroli West; Mumbai; Maharashtra 400079; India,475,Surya Nagar,4.6,47500
179,PUNJABI BAGH - FUSIONTADKA,Vikhroli West, North Indian;Pizzas;Biryani,D-37; KAILASH INDUSTRIAL COMPLEX; PARKSITE; VIKHROLI WEST; MUMBAI 400-079),400,Powai,4.1,40000
180,The Butter Kitchen by No 101 - Powai,Powai, Indian;North Indian;Tandoor;Biryani;Chinese,C 33 kailash industrial complex; park side; behind tambbi hotel HMPl surya nagar; vikhroli Mumbai 400072,1000,Surya Nagar,4.1,100000
181,The Biryani Plus,Powai, Italian;Salads;Biryani,Shop no.8; Chaitanya Nagar; Opp. Shivaranjani appartment; Behind Balaji stationary; IIT market; Powai; Mumbai Pin-400076.,400,IIT Market,4.5,40000
182,Wild Wild West,Powai, Italian;Snacks;Fast Food;North Indian;Salads,AT RES ;HK ROAD;IIT POWAI;BEHIND PUNDLIK VILLA;VIKHROLI WEST;MUMBAI; Powai Lake; Greater Mumbai Ward-S; Greater Mumbai; Maharashtra; 400076,500,Behind Pundlik Villa,4.3,50000
183,Artinci - Indulge Guilt Free!,Vikhroli West, Healthy Food;Keto;Desserts;Ice Cream;Snacks;Bakery;Beverages;Sweets,49AA; ground floor; kailas industrial complex;veer Savarkar Marg; park site; Vikhroli west greater mumbai. ; Godrej Colony; Greater Mumbai Ward-S; Greater Mumbai; Maharashtra - 400079,200,Vikhroli west,3.6,20000
184,Kofuku,Powai, Japanese;Asian,3-floor ;kofuku ;Kailas Banquet Hall; Kailas Industrial Estate; HMPL Surya Nagar; Vikhroli West; Near Vikhroli; Mumbai-400076,2200,Powai Area,4.7,220000
185,Bro's and Ro's,Powai, Continental;Italian,Kailash Vaibhav C Wing; HMPL Surya Nagar; Vikhroli West; Mumbai; Maharashtra 400076; India,1000,Vikhroli West,5,100000
186,Pasta Love By Happy Now,Powai, Snacks;Italian,AA57; BUILDING NO 1; GROUND FLOOR; Kailash Industrial Complex ; Kailash Vaibhav B Wing; VEER SAVARKAR ROAD ;Hiranandani Link Rd; HMPL Surya Nagar; PARKSITE ;Vikhroli West; Mumbai; Maharashtra 400079;,300,Hmpl Surya Nagar,4.8,30000
187,King of Paratha,Powai, Indian,1st Floor; Above Yusuf Electronic repair and work next to lucky toys shop opp bhaji market; Chitnaya Nagar; Durga Devi Road; IIT Powai; 400076,200,Opp Bhaji Market,4.3,20000
188,Big Burger Buns,Powai, American;Beverages,49AA Kailas Vaibhav Complex; Park Site; Vikhroli West; Mumbai,500,Vikhroli West,4.3,50000
189,Komakai,Vikhroli West, Asian;Japanese;Sushi,Komakai 49AA Kailas Vaibhav Complex Veer Savarkar Marg Vikhroli,1000,Powai,3.3,100000
190,abCoffee,Powai, Beverages;Bakery,Shop No.3; Hawai CHS; G.L Compound; Near; Hiranandani Hospital Rd; Powai; Mumbai; Maharashtra 400076,200,Hiranandani Hospital Rd,4.9,20000
191,Soy and Chilli,Vikhroli West, Chinese;Asian;Japanese;Sushi;Thai,49AA; Ground Floor; Kailas Industrial Complex; Veer Savarkar Marg; Park Site; Vikhroli West Greater Mumbai,550,Powai,4.1,55000
192,Smokin' Joe's,Powai, Pizzas;Italian,Smokin' Joes; Shop No: 2; Tulsi Kunj; opp IIT main gate; next to Vianelli wine shop; Powai; Mumbai 400076,450,Near Food Studio,3,45000
193,Smokin' Joe's,Powai, Pizzas;Italian,Smokin' Joes; Shop No: 2; Tulsi Kunj; opp IIT main gate; next to Vianelli wine shop; Powai; Mumbai 400076,450,Near Food Studio,3,45000
194,Shakes N More,Powai, Beverages;Desserts,shop no.8;behind Balaji Stationery;opposit shivranjini apartment; Gautam Nagar; Ambedkar Nagar; IIT Market; Powai; Mumbai; Maharashtra 400076; India,250,Opposit Shivranjini Apartment,4,25000
195,5 Spice,Marol Sakinaka, Chinese;Desserts,Andheri Kurla Road; Saki Naka Junction; Andheri East; Mumbai - 400072,1100,Powai Area,4.1,110000
196,Shanghai Kitchen,Powai, Chinese;Asian;Thai;Seafood;Beverages,Shop no 3 opp Mukteshwar Ashram; on Mukteshwar AshramRd ; Tirandaz; Vikhroli West; Mumbai; Maharashtra 400076,300,Tirandaz,4.5,30000
197,Pa Pa Ya,bandra kurla complex, Japanese;Asian,UNIT NOS. C- 111 & C-112; FIRST FLOOR OF BLDG NO.1; KAILASH INDUSTRIAL COMPLEX PARK SIDE ROAD ; HMPL SURYA NAGAR; VIKROLI WEST;Greater Mumbai Ward-N; Greater Mumbai; Maharashtra; 400079,800,Vikroli West,4.1,80000
198,Foody Naka,Marol Sakinaka, North Indian;Biryani,Room No 01 Vithal Kunj Chawl No 03 Shri Jaganath Mandir Road Behind Holiday Inn Hotel Kurla West Mumbai 400072; Kanjurgaon; Greater Mumbai Ward-S; Greater Mumbai; Maharashtra - 400072,250,Andheri East,4,25000
199,ITC Fabelle Chocolates,Powai, Bakery;Desserts,A Wing Bldg 2 Park Site Near Veer Savarkar Marg Vikhroli; West; Powai; Mumbai; Maharashtra 400079,600,Vikhroli,4.6,60000
200,Hot Plate- EXPRESS KITCHEN,Vikhroli West, North Indian;Biryani;Ice Cream,D-37; KAILASH INDUSTRIAL COMPLEX; PARKSITE; VIKHROLI WEST; MUMBAI 400-079),300,Powai,3.7,30000
201,Sigdi Grills,Powai, North Indian;Biryani,Shop No. D-44; Kailash Industrial Complex; Veer Savarkar Road; Parksite; Vikhroli West; Ghatkopar; Greater Mumbai Ward-N; Greater Mumbai; ; Maharashtra; 400079,400,Veer Savarkar Road,3.5,40000
202,Green Cravings,Powai, Healthy Food;Continental;Keto;Indian;Salads,G/143; Kailash Vaibhav ;1st floor  HMPL Surya Nagar; near IFB Industries Vikhroli West; Mumbai; Maharashtra 400079,250,Vikhroli West,3.9,25000
203,Mehfil Biryani by Zakir Khan,Powai, Biryani;Mughlai;Lucknowi;Hyderabadi;Kebabs;North Indian;Desserts;Beverages,B-16; KAILAS INDL. COMPLEX; VEER SAVARKAR ROAD; POWAI VIKHROLI ROAD; VIKHROLI WEST; MUMBAI - 400079; Greater Mumbai Ward-S; Greater Mumbai; Maharashtra-400079,350,Veer Savarkar Road,3.1,35000
204,Cheesecakes By CakeZone,Powai, Desserts;Bakery,Unit No 007 Kailash Industrial Estate A Wing Bldg No 2 Park Site Near Veer Savarkar Marg Vikhroli West; Greater Mumbai Ward-N; Greater Mumbai; Maharashtra; 400079,200,Ghatkopar Vikhroli,4.8,20000
205,BODYPOWER CAFE,Powai, Cafe;Healthy Food;Indian;Snacks;Desserts;South Indian;Salads,Room No. 2/A; First Floor; Ekta Nagar; IIT Market Signal; Opp. IIT Post Office; Powai; Mumbai - 400076; Powai Lake; Greater Mumbai Ward-S; Greater Mumbai; Maharashtra - 400076,450,Jyotiba Phule Nagar,4.7,45000
206,Shokoufeh,Powai, Chinese,Kailash Industrial Complex; C-29; Park Site Rd; Vikhroli (W; HMPL Surya Nagar; Vikhroli West; Mumbai; Maharashtra 400079; India,320,Vikhroli,4.1,32000
207,Crusto's - Cheese Burst Pizza,VIKHROLI WEST MUMBAI, Pizzas;Italian,SHOP NO 1; A WING GROUND FLOOR; KAILASH INDUSTRIAL COMPLEX BUILDING NO 2; PLOT NO 1/7 TO 1/11; VEER SAVARKAR MARG; VIKHROLI WEST MUMBAI; Greater Mumbai Ward-S,300,VEER SAVARKAR MARG,5,30000
208,Frozen Bottle Cafe & Patisserie,Powai, Desserts;Pizzas;Bakery,Unit No. 007; Kailash Ind. Estate; A - Wing;Bldg No. 2; Parksite Ner Veer SavarkarMarg; Vikhroli (W); Hanuman Nagar;Greater Mumbai Ward-S; Greater Mumbai;Maharashtra - 400079,500,Powai,5,50000
209,Cafe Relish,Vikhroli West, Continental;Italian;American;Salads,C 33 KAILASH INDUSTRIAL COMPLEX. BEHIND TAMBI HOTEL,350,Powai,4.2,35000
210,Nomad Pizza- Traveller Series,Powai, Italian,Shop No. 1; A Wing; Ground Floor; Kailas Industrial Complex; Building No. 2; Veer Savarkar Marg; Park Site; Vikhroli West; Mumbai - 400079; Greater Mumbai Ward-N; Greater Mumbai; Maharashtra; 400079,850,Veer Savarkar Marg,4.6,85000
211,GAONGAJALI,Andheri East, Malwani;Seafood;Thalis;Indian,Corporate point Airport comissioner office Building SN.3 off MV RD Makwana Road.AK road Andheri East near SM Center ; Maroshi Gaon; Greater Mumbai Ward-K/E; Greater Mumbai; Maharashtra; 40005,200,Jb Nagar,4.1,20000
212,OC'S Pizza,Marol Sakinaka, Pizzas,Shop G/2; Corporate point; Makwana Road; Near Bharat Petrol Pump; Andheri East; Marol; Mumbai 400059,450,Makwana Road,4.8,45000
213,Mahesh Lunch Home,Marol Sakinaka, Indian,Andheri Kurla Road;; Andheri East; Sakinaka; Mumbai,900,Sakinaka,4.1,90000
214,Velvet in Red Cakes,Marol Sakinaka, Bakery,Shop G/2; Corporate point; Makwana Road; Near Bharat Petrol Pump; Andheri East; Marol; Mumbai 400059,450,Makwana Road,4.7,45000
215,Shree Cakes & Pastries,Marol Sakinaka, Bakery,Shop G/2; Corporate point; Makwana Road; Near Bharat Petrol Pump; Andheri East; Marol; Mumbai 400059,450,Makwana Road,5,45000
216,Mahesh Lunch Home,Marol Sakinaka, Indian,Andheri Kurla Road;; Andheri East; Sakinaka; Mumbai,900,Sakinaka,4.1,90000
217,Velvet in Red Cakes,Marol Sakinaka, Bakery,Shop G/2; Corporate point; Makwana Road; Near Bharat Petrol Pump; Andheri East; Marol; Mumbai 400059,450,Makwana Road,4.7,45000
218,Shree Cakes & Pastries,Marol Sakinaka, Bakery,Shop G/2; Corporate point; Makwana Road; Near Bharat Petrol Pump; Andheri East; Marol; Mumbai 400059,450,Makwana Road,5,45000
219,The Appetite Momos,Bhandup West, Tibetan;Snacks;Fast Food,Gala 5 A. Saragogi Estate Opp; Kanjurmarg railway station; Kanjurmarg West; Mumbai,200,Powai,4.1,20000
220,Nino Burgers,Marol Sakinaka, Burgers;Fast Food;American,Next to restaurant 'The Chums' - GALA NO.7;GROUND FLOOR;SALIM ESTATE;MAROL CO-OP IND EST ROAD;OPP SEVEN KANAKIYA;SAGBAUG;ANDHERIKURLA ROAD ANDHERI (EAST),600,Salim Estate,4.2,60000
221,ZAIKA RESTAURANT,Marol Sakinaka, North Indian;Indian;Chinese,Shop No 5; Star Plus Station; Andheri - Kurla Rd; Chimatpada; Marol; Andheri East; Mumbai; Maharashtra 400059,250,Chimatpada,4,25000
222,NAGAURI TEA & SNACKS CORNER,Raje Shivaji Nagar Marol, Snacks;Beverages,Ashok Nagar; Raje Shivaji Nagar; Marol; Andheri East; Mumbai; Maharashtra 400059; India,100,Marol Sakinaka,4.3,10000
223,Pop Tate's,Vikhroli West, Continental;Italian;European;Mexican,C/13; Mayfair Greens CHS; Godrej Hiranadani Link Road; Vikhroli West; Vikhroli; Mumbai,1600,Ghatkopar,4.3,160000
224,Rishija's Kitchen ( Healthy & Homestyle ),Andheri West, Indian;Biryani;Thalis;Healthy Food,004;1ST FLOOR; MEHTA HOUSE; BEHIND D.GAYURVEDIC;OPPOSITE RAM MANDIR;METRO PILLER NO 126;J.P ROAD; ANDHERI WEST,150,VP Road,4,15000
225,Sri Krishna Sweets,Chembur, Sweets,1 A / 1 B  83 KASI NIKETAN GOVANDI ROAD; N.G. ACHARYA MARG; CHEMBUR  MUMBAI  71,200,KASI NIKETAN GOVANDI ROAD,4.6,20000
226,Udaya Family Restaurant,Chembur, North Indian;Chinese;Kerala;Seafood,Shrama Safalya Building; Near Railway Station; Chembur East; Chembur; Mumbai,500,Near Railway Station,4.2,50000
227,KERALA BAZAAR ONLINE,Chembur, South Indian;Snacks,Shop No 3; Building No 33; New Sarvodaya Estate colony building Near Postal Colony Road next to Jai Kisan Mandi vegetable market Chembur; Postal Colony; Chembur; Mumbai; Maharashtra 400071; India,200,Postal Colony Road,4.6,20000
228,Mumbai Zaika,Chembur, Chinese;North Indian;Tandoor;Biryani;Beverages;Desserts,Janata timber mart;shivaji nagar signal;plot nmbr 43; Govandi Slums; ACC Nagar; Govandi East; Mumbai; Maharashtra 400043; India,500,Janata Timber Mart,4,50000
229,Via Bombay (Jewel of Chembur),Chembur, Indian;Asian;Oriental;Tandoor;Biryani;Desserts,Hotel Jewel Of Chembur; 1st Road; Near Natraj Cinema; Chembur East; Chembur; Mumbai,1000,Near Natraj Cinema,4.3,100000
230,KERALA BAZAAR ONLINE,Chembur, South Indian;Snacks,Shop No 3; Building No 33; New Sarvodaya Estate colony building Near Postal Colony Road next to Jai Kisan Mandi vegetable market Chembur; Postal Colony; Chembur; Mumbai; Maharashtra 400071; India,200,Postal Colony Road,4.6,20000
231,Mumbai Zaika,Chembur, Chinese;North Indian;Tandoor;Biryani;Beverages;Desserts,Janata timber mart;shivaji nagar signal;plot nmbr 43; Govandi Slums; ACC Nagar; Govandi East; Mumbai; Maharashtra 400043; India,500,Janata Timber Mart,4,50000
232,Via Bombay (Jewel of Chembur),Chembur, Indian;Asian;Oriental;Tandoor;Biryani;Desserts,Hotel Jewel Of Chembur; 1st Road; Near Natraj Cinema; Chembur East; Chembur; Mumbai,1000,Near Natraj Cinema,4.3,100000
233,Vaishali Garden Restaurant,Chembur, South Indian;Indian;North Indian;Chinese;Biryani;Tandoor,Navketan Building; Railway Station; 1 Floor; Narayan Gajanan Acharya Marg; opp. Chembur; Chembur Gaothan; Chembur; Maharashtra 400071; India,600,Narayan Gajanan Acharya Marg,4.4,60000
234,Juice Mantra Fresh Fruit Center,Chembur, Fast Food;Juices,63/A; Janta Market; Chembur Station Road; Chembur; Mumbai,300,Janta Market,4.2,30000
235,CAFE JANTAA,Chembur, North Indian;Chinese;Snacks;Biryani,STAR RESTAURANT SHOP NO 3 Janta Timber Market; Govandi Slums; ACC Nagar; Chedda Nagar; Mumbai; Maharashtra 400043; India,300,Chedda Nagar,2.3,30000
